start_time,rat_period_start,rat_period_end,sum_rat_minutes,avg_rat_arrival_number,avg_bat_landing_number,avg_food_availability,risk,reward,habit,seconds_after_rat_arrival,bat_landing_to_food,bat_landing_number,food_availability,rat_arrival_number,bat_landing_number2,food_availability2,rat_minutes,rat_minutes2,rat_arrival_number2,month,season,sunset_time,hours_after_sunset,motevation,decision time
2018-04-28 20:44,2018-04-28 20:37,2018-04-28 20:44,4.616666667,3.0,21.0,3.0,1,0,rat,383,0.014184241,21,3.0,3,,,4.616666667,,,4,1,2018-04-28 19:19,1.419166667,1.0,383.014184241
2018-04-29 01:03,2018-04-29 01:02,2018-04-29 01:06,5.366666667,3.0,100.0,2.043381535,1,0,rat,47,2.0,100,2.043381535,3,,,5.366666667,,,4,1,2018-04-28 19:19,5.735277778,0.6811271783333334,49.0
2018-05-13 22:40,2018-05-13 22:38,2018-05-13 22:40,5.1,3.0,16.0,3.099320883,1,1,rat_pick,118,8.0,16,3.099320883,3,,,5.1,,,5,1,2018-05-13 19:29,3.194166667,1.033106961,126.0
2018-05-04 20:25,2018-05-04 20:24,2018-05-04 20:25,27.83333333,3.0,16.0,3.0,1,0,rat,54,6.0,16,3.0,3,,,27.83333333,,,5,1,2018-05-04 19:23,1.044166667,1.0,60.0
2018-04-29 01:03,2018-04-29 01:02,2018-04-29 01:06,5.366666667,3.0,100.0,2.043381535,1,0,rat,66,6.0,100,2.043381535,3,,,5.366666667,,,4,1,2018-04-28 19:19,5.740555556,0.6811271783333334,72.0
2018-05-05 01:02,2018-05-05 00:50,2018-05-05 01:11,36.91666667,3.0,14.0,3.0,1,0,rat,695,14.0,14,3.0,3,,,36.91666667,,,5,1,2018-05-04 19:23,5.658888889,1.0,709.0
2018-04-28 02:22,2018-04-28 02:21,2018-04-28 02:23,2.466666667,3.0,51.0,3.0,1,0,rat_disappear,60,5.0,51,3.0,3,,,2.466666667,,,4,1,2018-04-27 19:18,7.071388889,1.0,65.0
2018-04-29 01:04,2018-04-29 01:02,2018-04-29 01:06,5.366666667,3.0,100.0,2.043381535,1,0,rat,132,0.069546705,100,2.043381535,3,,,5.366666667,,,4,1,2018-04-28 19:19,5.758888889,0.6811271783333334,132.069546705
2018-05-03 03:30,2018-05-03 03:21,2018-05-03 03:33,12.05,3.0,25.0,2.0,1,0,rat_and_bat,566,1.0,25,2.0,3,,,12.05,,,5,1,2018-05-02 19:21,8.164722222,0.6666666666666666,567.0
2018-04-28 03:25,2018-04-28 03:24,2018-04-28 03:25,4.233333333,3.0,30.0,2.611764706,1,0,rat_and_bat,31,15.0,30,2.611764706,3,,,4.233333333,,,4,1,2018-04-27 19:18,8.1225,0.8705882353333334,46.0
2018-05-07 04:28,2018-05-07 04:25,2018-05-07 04:36,25.78333333,3.0,14.0,2.381818182,1,0,rat,158,2.0,14,2.381818182,3,,,25.78333333,,,5,1,2018-05-06 19:24,9.072777778,0.793939394,160.0
2018-04-20 00:14,2018-04-20 00:00,2018-04-20 00:18,5.4,3.0,44.0,3.0,1,0,rat,825,10.0,44,3.0,3,,,5.4,,,4,1,2018-04-19 19:12,5.035,1.0,835.0
2018-05-03 20:58,2018-05-03 20:57,2018-05-03 21:07,10.08333333,3.0,11.0,3.0,1,0,rat,40,0.042337019,11,3.0,3,,,10.08333333,,,5,1,2018-05-03 19:22,1.61,1.0,40.042337019
2018-02-04 18:33,2018-02-04 18:32,2018-02-04 18:50,3.033333333,10.0,61.0,3.9666295885,1,0,bat_and_rat,77,3.0,39,4.0,17,83.0,3.933259177,2.3,0.733333333,3.0,2,0,2018-02-04 17:17,1.274722222,0.4,80.0
2018-02-07 18:32,2018-02-07 18:29,2018-02-07 18:44,10.48333333,5.0,29.0,4.0,1,0,rat,166,1.0,29,4.0,5,,,10.48333333,,,2,0,2018-02-07 17:19,1.225277778,0.8,167.0
2018-02-09 00:11,2018-02-09 00:09,2018-02-09 00:13,1.0,4.0,38.0,2.029569892,1,0,rat,135,1.0,38,2.029569892,4,,,1.0,,,2,0,2018-02-08 17:20,6.862222222,0.507392473,136.0
2018-02-10 21:08,2018-02-10 21:04,2018-02-10 21:11,2.8,7.0,85.0,3.033794163,1,0,rat,222,5.0,85,3.033794163,7,,,2.8,,,2,0,2018-02-10 17:22,3.771111111,0.4333991661428572,227.0
2018-02-10 21:36,2018-02-10 21:35,2018-02-10 21:36,3.633333333,8.0,92.0,3.0,1,0,rat,75,2.0,92,3.0,8,,,3.633333333,,,2,0,2018-02-10 17:22,4.238611111,0.375,77.0
2018-02-10 21:36,2018-02-10 21:35,2018-02-10 21:36,3.633333333,8.0,92.0,3.0,1,0,rat,68,1.0,92,3.0,8,,,3.633333333,,,2,0,2018-02-10 17:22,4.236666667,0.375,69.0
2018-02-10 21:44,2018-02-10 21:44,2018-02-10 21:51,3.633333333,8.0,92.0,3.0,1,0,rat,6,1.0,92,3.0,8,,,3.633333333,,,2,0,2018-02-10 17:22,4.368333333,0.375,7.0
2018-02-10 21:45,2018-02-10 21:44,2018-02-10 21:51,3.633333333,8.0,92.0,3.0,1,0,rat,92,4.0,92,3.0,8,,,3.633333333,,,2,0,2018-02-10 17:22,4.392222222,0.375,96.0
2018-02-10 21:46,2018-02-10 21:44,2018-02-10 21:51,3.633333333,8.0,92.0,3.0,1,0,rat,137,13.0,92,3.0,8,,,3.633333333,,,2,0,2018-02-10 17:22,4.404722222,0.375,150.0
2018-02-10 21:46,2018-02-10 21:44,2018-02-10 21:51,3.633333333,8.0,92.0,3.0,1,0,rat,155,1.0,92,3.0,8,,,3.633333333,,,2,0,2018-02-10 17:22,4.409722222,0.375,156.0
2018-02-10 21:47,2018-02-10 21:44,2018-02-10 21:51,3.633333333,8.0,92.0,3.0,1,0,rat,224,1.0,92,3.0,8,,,3.633333333,,,2,0,2018-02-10 17:22,4.428888889,0.375,225.0
2018-02-14 22:05,2018-02-14 22:04,2018-02-14 22:12,5.133333333,4.0,86.0,2.01843318,1,0,rat,89,1.0,86,2.01843318,4,,,5.133333333,,,2,0,2018-02-14 17:26,4.659166667,0.504608295,90.0
2018-02-14 22:08,2018-02-14 22:04,2018-02-14 22:12,5.133333333,4.0,86.0,2.01843318,1,0,rat,259,2.0,86,2.01843318,4,,,5.133333333,,,2,0,2018-02-14 17:26,4.706388889,0.504608295,261.0
2018-02-14 22:11,2018-02-14 22:04,2018-02-14 22:12,5.133333333,4.0,86.0,2.01843318,1,0,rat,470,4.0,86,2.01843318,4,,,5.133333333,,,2,0,2018-02-14 17:26,4.765,0.504608295,474.0
2018-02-14 22:46,2018-02-14 22:43,2018-02-14 22:52,3.3,6.0,103.0,2.0,1,0,rat,204,1.0,103,2.0,6,,,3.3,,,2,0,2018-02-14 17:26,5.346388889,0.3333333333333333,205.0
2018-02-14 22:46,2018-02-14 22:43,2018-02-14 22:52,3.3,6.0,103.0,2.0,1,0,rat,187,2.0,103,2.0,6,,,3.3,,,2,0,2018-02-14 17:26,5.341666667,0.3333333333333333,189.0
2018-02-14 22:50,2018-02-14 22:43,2018-02-14 22:52,3.3,6.0,103.0,2.0,1,0,rat,420,2.0,103,2.0,6,,,3.3,,,2,0,2018-02-14 17:26,5.406388889,0.3333333333333333,422.0
2018-02-14 22:50,2018-02-14 22:43,2018-02-14 22:52,3.3,6.0,103.0,2.0,1,0,rat,434,9.0,103,2.0,6,,,3.3,,,2,0,2018-02-14 17:26,5.410277778,0.3333333333333333,443.0
2018-02-14 22:51,2018-02-14 22:43,2018-02-14 22:52,3.3,6.0,103.0,2.0,1,0,rat,512,0.061201372,103,2.0,6,,,3.3,,,2,0,2018-02-14 17:26,5.431944444,0.3333333333333333,512.061201372
2018-02-14 22:52,2018-02-14 22:43,2018-02-14 22:52,3.3,6.0,103.0,2.0,1,0,rat,518,1.0,103,2.0,6,,,3.3,,,2,0,2018-02-14 17:26,5.433611111,0.3333333333333333,519.0
2018-02-15 18:54,2018-02-15 18:49,2018-02-15 18:55,7.833333333,5.0,29.0,4.0,1,0,rat,321,1.0,29,4.0,5,,,7.833333333,,,2,0,2018-02-15 17:26,1.479722222,0.8,322.0
2018-04-20 00:03,2018-04-20 00:00,2018-04-20 00:18,28.700000000000003,2.5,53.5,3.0,1,0,rat,207,14.0,63,3.0,2,44.0,3.0,23.3,5.4,3.0,4,1,2018-04-19 19:12,4.863333333,1.2,221.0
2018-04-20 00:04,2018-04-20 00:00,2018-04-20 00:18,28.700000000000003,2.5,53.5,3.0,1,0,rat,262,0.016181067,63,3.0,2,44.0,3.0,23.3,5.4,3.0,4,1,2018-04-19 19:12,4.878611111,1.2,262.016181067
2018-04-20 00:04,2018-04-20 00:00,2018-04-20 00:18,28.700000000000003,2.5,53.5,3.0,1,0,rat,235,5.0,63,3.0,2,44.0,3.0,23.3,5.4,3.0,4,1,2018-04-19 19:12,4.871111111,1.2,240.0
2018-04-20 00:05,2018-04-20 00:00,2018-04-20 00:18,28.700000000000003,2.5,53.5,3.0,1,0,rat_and_bat,320,3.0,63,3.0,2,44.0,3.0,23.3,5.4,3.0,4,1,2018-04-19 19:12,4.894722222,1.2,323.0
2018-04-20 00:05,2018-04-20 00:00,2018-04-20 00:18,28.700000000000003,2.5,53.5,3.0,1,0,rat_and_bat,295,29.0,63,3.0,2,44.0,3.0,23.3,5.4,3.0,4,1,2018-04-19 19:12,4.887777778,1.2,324.0
2018-04-20 00:06,2018-04-20 00:00,2018-04-20 00:18,28.700000000000003,2.5,53.5,3.0,1,0,rat_and_bat,341,18.0,63,3.0,2,44.0,3.0,23.3,5.4,3.0,4,1,2018-04-19 19:12,4.900555556,1.2,359.0
2018-04-20 00:08,2018-04-20 00:00,2018-04-20 00:18,28.700000000000003,2.5,53.5,3.0,1,0,rat,508,11.0,63,3.0,2,44.0,3.0,23.3,5.4,3.0,4,1,2018-04-19 19:12,4.946944444,1.2,519.0
2018-04-27 02:10,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,1,0,rat_and_bat,7,0.050962883,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.899722222,0.7676361712,7.050962883
2018-04-27 02:16,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,1,0,rat,318,3.0,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.986111111,0.7676361712,321.0
2018-04-27 02:16,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,1,1,rat_pick_and_bat,366,0.09619989,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.999444444,0.7676361712,366.09619989
2018-04-27 02:17,2018-04-27 02:10,2018-04-27 02:20,15.31666667,4.0,31.0,1.475409836,1,0,rat,368,0.063771569,31,1.475409836,4,,,15.31666667,,,4,1,2018-04-26 19:17,7.0,0.368852459,368.063771569
2018-04-27 21:57,2018-04-27 21:56,2018-04-27 22:00,8.05,5.0,64.0,3.0,1,0,rat,47,8.0,64,3.0,5,,,8.05,,,4,1,2018-04-27 19:18,2.662777778,0.6,55.0
2018-04-27 22:00,2018-04-27 21:56,2018-04-27 22:00,8.05,5.0,64.0,3.0,1,0,rat,199,5.0,64,3.0,5,,,8.05,,,4,1,2018-04-27 19:18,2.705,0.6,204.0
2018-04-28 05:16,2018-04-28 05:14,2018-04-28 05:21,25.033333333,4.5,9.0,2.0,1,0,rat,115,17.0,8,2.0,5,10.0,2.0,18.65,6.383333333,4.0,4,1,2018-04-27 19:18,9.978888889,0.4444444444444444,132.0
2018-05-01 03:56,2018-05-01 03:52,2018-05-01 03:59,21.23333333,4.0,6.0,2.0,1,0,rat,257,7.0,6,2.0,4,,,21.23333333,,,5,1,2018-04-30 19:20,8.608611111,0.5,264.0
2018-05-01 05:42,2018-05-01 05:40,2018-05-01 05:43,16.41666667,4.0,8.0,2.0,1,1,pick_rat_and_bat,125,19.0,8,2.0,4,,,16.41666667,,,5,1,2018-04-30 19:20,10.37722222,0.5,144.0
2018-05-02 04:22,2018-05-02 04:14,2018-05-02 04:27,44.31666667,7.0,4.0,3.0,1,1,rat_pick,489,23.0,4,3.0,7,,,44.31666667,,,5,1,2018-05-01 19:21,9.026111111,0.4285714285714285,512.0
2018-05-02 19:20,2018-05-02 19:15,2018-05-02 19:26,13.65,1.5,20.0,3.71590266,1,1,pick_rat,260,6.0,18,3.94057725,1,22.0,3.49122807,5.25,8.4,2.0,5,1,2018-05-02 19:21,-0.015277778,2.6270515,266.0
2018-05-02 23:13,2018-05-02 23:13,2018-05-02 23:20,25.71666667,5.0,20.0,3.0,1,1,rat_and_pick,5,16.0,20,3.0,5,,,25.71666667,,,5,1,2018-05-02 19:21,3.868611111,0.6,21.0
2018-05-03 19:11,2018-05-03 18:58,2018-05-03 19:25,34.216666669999995,1.5,27.0,3.6599234555,1,0,rat,790,1.0,31,3.896118097,1,23.0,3.423728814,23.21666667,11.0,2.0,5,1,2018-05-03 19:22,-0.1675,2.5974120646666665,791.0
2018-05-03 19:14,2018-05-03 18:58,2018-05-03 19:25,34.216666669999995,1.5,27.0,3.6599234555,1,0,rat,930,4.0,31,3.896118097,1,23.0,3.423728814,23.21666667,11.0,2.0,5,1,2018-05-03 19:22,-0.128611111,2.5974120646666665,934.0
2018-05-03 20:18,2018-05-03 20:18,2018-05-03 20:18,6.733333333,4.0,11.0,3.030071077,1,0,not_sure_rat,43,2.0,11,3.030071077,4,,,6.733333333,,,5,1,2018-05-03 19:22,0.949166667,0.75751776925,45.0
2018-05-04 00:12,2018-05-04 00:09,2018-05-04 00:30,21.250000003,1.5,14.0,3.0,1,0,rat,153,5.0,14,3.0,2,14.0,3.0,12.61666667,8.633333333,1.0,5,1,2018-05-03 19:22,4.833888889,2.0,158.0
2018-05-04 03:06,2018-05-04 02:55,2018-05-04 03:14,36.7,5.0,30.0,2.036085293,1,0,rat,636,5.0,30,2.036085293,5,,,36.7,,,5,1,2018-05-03 19:22,7.741944444,0.4072170586,641.0
2018-05-04 03:09,2018-05-04 02:55,2018-05-04 03:14,36.7,5.0,30.0,2.036085293,1,0,rat,810,8.0,30,2.036085293,5,,,36.7,,,5,1,2018-05-03 19:22,7.790277778,0.4072170586,818.0
2018-05-04 03:20,2018-05-04 03:20,2018-05-04 03:21,36.7,5.0,30.0,2.036085293,1,0,rat,23,4.0,30,2.036085293,5,,,36.7,,,5,1,2018-05-03 19:22,7.981388889,0.4072170586,27.0
2018-05-04 04:18,2018-05-04 04:14,2018-05-04 04:30,24.000000003,2.5,11.5,2.0,1,0,rat,224,2.0,17,2.0,2,6.0,2.0,15.46666667,8.533333333,3.0,5,1,2018-05-03 19:22,8.933333333,0.8,226.0
2018-05-06 05:07,2018-05-06 04:54,2018-05-06 05:11,17.68333333,6.0,19.0,2.011290323,1,0,rat,756,5.0,19,2.011290323,6,,,17.68333333,,,5,1,2018-05-05 19:24,9.7225,0.3352150538333333,761.0
2018-05-07 03:45,2018-05-07 03:38,2018-05-07 03:54,29.083333333,4.5,12.0,2.944281525,1,0,rat,423,23.0,11,3.0,4,13.0,2.88856305,27.0,2.083333333,5.0,5,1,2018-05-06 19:24,8.3525,0.6666666666666666,446.0
